"Scrip Code","Symbol","Scrip Name","Haircut %","ISIN","Broker limit reached","Cash Equivalent","Pledge allowed"
"SBNP97-DR","SBNP97-DR","SUNDARAM FINANCIAL SERVICES OPPORTUNITIES FUND - REGULAR PLAN- IDCW REINVESTMENT","25","INF903J01611","No","No","Yes"
"ICICI1263P-DP-M","ICICI1263P-DP-M","ICICI PRUDENTIAL BOND FUND - MONTHLY IDCW PAYOUT","25","INF109K01EU9","No","No","Yes"
"530813","KRBL","KRBL Limited","20","INE001B01026","No","No","Yes"
"ICICIEDIRP-DP","ICICIEDIRP-DP","ICICI PRUDENTIAL EQUITY ARBITRAGE FUND - IDCW PAYOUT","25","INF109K01EF0","No","No","Yes"
"RGPSD1-GR","RGPSD1-GR","INVESCO INDIA PSU EQUITY FUND - DIRECT PLAN GROWTH","25","INF205K01NG5","No","No","Yes"
"YELGR-GR","YELGR-GR","WHITEOAK CAPITAL LIQUID FUND REGULAR - GROWTH","25","INF03VN01126","No","Yes","Yes"
"CPMP-DR","CPMP-DR","NIPPON INDIA ULTRA SHORT DURATION FUND - MONTHLY IDCW REINVESTMENT","25","INF204K01UG3","No","No","Yes"
"AXVFD1-DR","AXVFD1-DR","AXIS VALUE FUND DIRECT IDCW REINVESTMENT","25","INF846K012C6","No","No","Yes"
"540575","STARCEMENT","STAR CEMENT LIMITED","20","INE460H01021","No","No","Yes"
"GLD-DP","GLD-DP","HDFC GILT FUND - REGULAR PLAN - IDCW PAYOUT","25","INF179K01772","No","Yes","Yes"
"BS295GZ-GR","BS295GZ-GR","ADITYA BIRLA SUN LIFE SMALL CAP FUND GROWTH-DIRECT PLAN","25","INF209K01WN4","No","No","Yes"
"UTMID3-DR","UTMID3-DR","UTI CONSERVATIVE HYBRID FUND-DIRECT MONTHLY IDCW REINVESTMENT","25","INF789F01UL3","No","No","Yes"
"DS727-GR","DS727-GR","DSP EQUITY AND BOND FUND - DIRECT PLAN - GROWTH","25","INF740K01NY4","No","No","Yes"
"AXDED1-DR","AXDED1-DR","AXIS BALANCED ADVANTAGE FUND DIRECT PLAN IDCW REINVESTMENT","25","INF846K01A45","No","No","Yes"
"YELGD-GR","YELGD-GR","WHITEOAK CAPITAL LIQUID FUND DIRECT - GROWTH","25","INF03VN01043","No","Yes","Yes"
"541195","MIDHANI","MISHRA DHATU NIGAM LTD","21.73","INE099Z01011","No","No","Yes"
"500165","KANSAINER","KANSAI NEROLAC PAINTS LTD","20","INE531A01024","No","No","Yes"
"CAETDD-DP","CAETDD-DP","CANARA ROBECO ELSS TAX SAVER FUND DIRECT - IDCW PAYOUT","25","INF760K01EJ2","No","No","Yes"
"SBI074G-GR","SBI074G-GR","SBI - DYNAMIC BOND FUND - GROWTH","25","INF200K01958","No","No","Yes"
"IC9684-GR","IC9684-GR","ICICI PRUDENTIAL NIFTY 200 MOMENTUM 30 INDEX FUND - DIRECT PLAN - GROWTH","25","INF109KC11D8","No","No","Yes"
"MASQRD-DR","MASQRD-DR","MIRAE ASSET NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 ETF FUND OF FUND - REGULAR PLAN - IDCW REINVESTMENT","25","INF769K01LF6","No","No","Yes"
"017G","017G","SBI LARGE AND MIDCAP FUND REGULAR GROWTH","25","INF200K01305","No","No","Yes"
"IC9639-GR","IC9639-GR","ICICI PRUDENTIAL QUANT FUND - DIRECT PLAN - GROWTH","25","INF109KC1O66","No","No","Yes"
"500575","VOLTAS","Voltas Limited","20","INE226A01021","No","No","Yes"
"CAMIDM-DR","CAMIDM-DR","CANARA ROBECO CONSERVATIVE HYBRID FUND DIRECT MONTHLY - IDCW REINVESTMENT","25","INF760K01GA6","No","No","Yes"
"HDGFD1D-DP","HDGFD1D-DP","HDFC LARGE AND MID CAP FUND - DIRECT PLAN - IDCW PLAN PAYOUT","25","INF179KA1RR5","No","No","Yes"
"FR010-GR","FR010-GR","FRANKLIN PENSION PLAN - GROWTH","25","INF090I01510","No","No","Yes"
"TGDP-DP","TGDP-DP","JM ELSS TAX SAVER FUND-REGULAR PLAN IDCW PAYOUT","25","INF192K01643","No","No","Yes"
"BAMLDG-GR","BAMLDG-GR","BANK OF INDIA MULTICAP FUND DIRECT PLAN - GROWTH","25","INF761K01FR0","No","No","Yes"
"590103","NIFTYBEES","NIFTY BMARK EXCH. TRD FND","10","INF204KB14I2","No","No","Yes"
"TAPEFZ-GR","TAPEFZ-GR","TATA LARGE CAP FUND DIRECT PLAN GROWTH","25","INF277K01QZ7","No","No","Yes"
"535322","REPCOHOME","Repco Home Finance Limited","21.02","INE612J01015","No","No","Yes"
"ICICI1587-GR","ICICI1587-GR","ICICI PRUDENTIAL BANKING AND PSU DEBT FUND - GROWTH","25","INF109K01RT3","No","No","Yes"
"540699","DIXON","DIXON TECHNO (INDIA) LTD","20","INE935N01020","No","No","Yes"
"BS69C-DR","BS69C-DR","ADITYA BIRLA SUN LIFE NIFTY SMALLCAP 50 INDEX FUND-NORMAL PLAN-IDCW REINVESTEMENT","25","INF209KB1W09","No","No","Yes"
"HSHSOMP-DP","HSHSOMP-DP","HSBC ULTRA SHORT DURATION FUND DIRECT MONTHLY IDCW PAYOUT","25","INF336L01OV3","No","No","Yes"
"IFDQB-DR","IFDQB-DR","BANDHAN DYNAMIC BOND FUND - QUARTERLY - IDCW REINVESTMENT","25","INF194K01QH2","No","No","Yes"
"QULSDG-GR","QULSDG-GR","QUANT FOCUSED FUND DIRECT PLAN - GROWTH","25","INF966L01853","No","No","Yes"
"DWMARM-DP","DWMARM-DP","PGIM INDIA EQUITY SAVINGS FUND - REGULAR PLAN - MONTHLY IDCW PAYOUT","25","INF223J01FC5","No","No","Yes"
"BS293GZ-GR","BS293GZ-GR","ADITYA BIRLA SUN LIFE INFRASTRUCTURE FUND -PLAN - GROWTH-DIRECT PLAN","25","INF209K01WH6","No","No","Yes"
"TABFMDZ-DR","TABFMDZ-DR","TATA HYBRID EQUITY FUND DIRECT PLAN - MONTHLY IDCW REINVESTMENT","25","INF277K01MP7","No","No","Yes"
"RLRGGP-GR","RLRGGP-GR","NIPPON INDIA RETIREMENT FUND-INCOME GENERATION SCHEME-GROWTH PLAN GROWTH OPTION","25","INF204KA1C22","No","No","Yes"
"EPED-DP","EPED-DP","TATA EQUITY P/E FUND REGULAR PLAN - IDCW TRIGGER B (10%) PAYOUT","25","INF277K01DJ9","No","No","Yes"
"CAINDD-DR","CAINDD-DR","CANARA ROBECO INFRASTRUCTUREDIRECT - IDCW REINVESTMENT","25","INF760K01FN1","No","No","Yes"
"BS37AZ-DP","BS37AZ-DP","ADITYA BIRLA SUN LIFE CORPORATE BOND FUND-DIRECT PLAN - IDCW PAYOUT","25","INF209KA1KT0","No","No","Yes"
"542857","GREENPANEL","GREENPANEL INDUSTRIES LTD","20","INE08ZM01014","No","No","Yes"
"KO03DDP-DP","KO03DDP-DP","KOTAK BLUECHIP FUND - DIRECT PLAN - IDCW PAYOUT","25","INF174K01KX4","No","No","Yes"
"HSSTIGD-GR","HSSTIGD-GR","HSBC DYNAMIC BOND FUND DIRECT PLAN - GROWTH","25","INF917K01HA0","No","No","Yes"
"K178SD-DR","K178SD-DR","KOTAK FLEXICAP FUND - IDCW REINVESTMENT","25","INF174K01344","No","No","Yes"
"DS574-DP","DS574-DP","DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - REG - IDCW PAYOUT","25","INF740KA1CP1","No","No","Yes"
"UTIBFIMD-DP","UTIBFIMD-DP","UTI LOW DURATION FUND-REGULAR MONTHLY -IDCW PAYOUT","25","INF789F01OU7","No","No","Yes"
"521016","ICIL","INDO COUNT INDUSTRIES LTD","23.44","INE483B01026","No","No","Yes"
"QUMFD1-DP","QUMFD1-DP","QUANT MANUFACTURING FUND - DIRECT PLAN IDCW - PAYOUT","25","INF966L01CK5","No","No","Yes"
"QUQMD1-DR","QUQMD1-DR","QUANT QUANTAMENTAL FUND DIRECT PLAN - IDCW REINVESTMENT","25","INF966L01AM5","No","No","Yes"
"BSL52D-DR","BSL52D-DR","ADITYA BIRLA SUN LIFE FLEXI CAP FUND - IDCW REINVESTMENT","25","INF209K01DT1","No","No","Yes"
"CRGP-GR","CRGP-GR","JM FOCUSED FUND - GROWTH OPTION","25","INF192K01577","No","No","Yes"
"B261D-DP","B261D-DP","ADITYA BIRLA SUN LIFE DIVIDEND YIELD FUND - IDCW PAYOUT","25","INF209K01397","No","No","Yes"
"B402IG","B402IG","ADITYA BIRLA SUN LIFE GOVERNMENT SECURITIES FUND-INSTANT GAIN-GROWTH","25","INF209K01AD1","No","Yes","Yes"
"HDACG1G-GR","HDACG1G-GR","HDFC SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION","25","INF179KA1RW5","No","No","Yes"
"SB661G-GR","SB661G-GR","SBI NIFTY MIDCAP 150 INDEX FUND - REGULAR PLAN - GROWTH","25","INF200KA17O3","No","No","Yes"
"UTFIDPD-DP","UTFIDPD-DP","UTI INNOVATION FUND - REGULAR PLAN - PAYOUT OF IDCW OPTION","25","INF789F1AYZ4","No","No","Yes"
"MASLRD-DP","MASLRD-DP","MIRAE ASSET ESG SECTOR LEADERS FUND OF FUND REGULAR PLAN - IDCW PAYOUT","25","INF769K01GM2","No","No","Yes"
"IC3543-GR","IC3543-GR","ICICI PRUDENTIAL NIFTY50 VALUE 20 INDEX FUND-REGULAR PLAN-GROWTH","25","INF109KC19T7","No","No","Yes"
"532915","RELIGARE","Religare Enterprises Limited","20","INE621H01010","No","No","Yes"
"EOG","EOG","TATA LARGE AND MID CAP FUND REGULAR PLAN GROWTH","25","INF277K01428","No","No","Yes"
"FR152P-DP","FR152P-DP","FRANKLIN INDIA MONEY MARKET FUND QUARTERLY IDCW PAYOUT","25","INF090I01BZ0","No","Yes","Yes"
"KO1237D-GR","KO1237D-GR","KOTAK CRISIL-IBX AAA FINANCIAL SERVICES INDEX SEP 2027 FUND - DIRECT PLAN - GROWTH","25","INF174KA1TF1","No","No","Yes"
"8271-DR","8271-DR","ICICI PRUDENTIAL SAVINGS FUND - DIRECT PLAN - MONTHLY IDCW REINVESTMENT","25","INF109K017Y1","No","No","Yes"
"543533","EMUDHRA","eMudhra Limited","20.09","INE01QM01018","No","No","Yes"
"ESNBGP-GR","ESNBGP-GR","NAVI NIFTY BANK INDEX FUND - REGULAR PLAN GROWTH","25","INF959L01FU2","No","No","Yes"
"SBD103P-DP","SBD103P-DP","SBI BLUE CHIP FUND - DIRECT PLAN - IDCW PAYOUT","25","INF200K01QV8","No","No","Yes"
"QUMFGP-GR","QUMFGP-GR","QUANT MANUFACTURING FUND - REGULAR PLAN - GROWTH","25","INF966L01CN9","No","No","Yes"
"UTMGD2-GR","UTMGD2-GR","UTI LARGE & MID CAP FUND - DIRECT PLAN GROWTH","25","INF789F01UG3","No","No","Yes"
"KO42DD-DP","KO42DD-DP","KOTAK DEBT HYBRID FUND - DIRECT PLAN - MONTHLY IDCW PAYOUT","25","INF174K01KA2","No","No","Yes"
"ID340-GR","ID340-GR","BANDHAN SMALL CAP FUND REGULAR PLAN-GROWTH","25","INF194KB1AJ8","No","No","Yes"
"540153","ENDURANCE","ENDURANCE TECHNO. LTD.","20","INE913H01037","No","No","Yes"
"101G","101G","SBI MULTI ASSET ALLOCATION FUND REGULAR GROWTH","25","INF200K01800","No","No","Yes"
"EDO1D1-GR","EDO1D1-GR","BHARAT BOND FOF - APRIL 2031 - DIRECT PLAN - GROWTH","25","INF754K01LO0","No","No","Yes"
"UTIBFIMR-DR","UTIBFIMR-DR","UTI LOW DURATION FUND-REGULAR MONTHLY -IDCW REINVESTMENT","25","INF789F01OV5","No","No","Yes"
"FR386P-DP","FR386P-DP","FRANKLIN BUILD INDIA FUND-IDCW PAYOUT","25","INF090I01AC1","No","No","Yes"
"CAEQDD-DP","CAEQDD-DP","CANARA ROBECO EMERGING EQUITIESDIRECT - IDCW PAYOUT","25","INF760K01EG8","No","No","Yes"
"HSLARG-GR","HSLARG-GR","HSBC ARBITRAGE FUND - GROWTH","25","INF917K01QL8","No","No","Yes"
"UTSHGP-GR","UTSHGP-GR","UTI CRISIL SDL MATURITY JUNE 2027 INDEX FUND - REGULAR PLAN - GROWTH","25","INF789F1AWY1","No","No","Yes"
"HOHFCDD-DR","HOHFCDD-DR","HELIOS FLEXI CAP FUND-DIRECT PLAN-IDCW REINVESTMENT","25","INF0R8701061","No","No","Yes"
"MABAD2-DP","MABAD2-DP","MIRAE ASSET BALANCED ADVANTAGE FUND DIRECT PLAN - IDCW PAYOUT","25","INF769K01IM8","No","No","Yes"
"JMBADP-DR","JMBADP-DR","JM VALUE FUND - IDCW REINVESTMENT OPTION","25","INF137A01029","No","No","Yes"
"TAAFMD-DR","TAAFMD-DR","TATA ARBITRAGE FUND - REGULAR PLAN - MONTHLY IDCW REINVESTMENT","25","INF277K010R6","No","No","Yes"
"LCIFDP-DR","LCIFDP-DR","LIC MF INDEX FUND SENSEX-DIVIDEND-IDCW REINVESTMENT","25","INF767K01113","No","No","Yes"
"AXMLD1-DP","AXMLD1-DP","AXIS FLEXI CAP FUND DIRECT PLAN IDCW PAYOUT","25","INF846K01B02","No","No","Yes"
"UTGPD1-DP","UTGPD1-DP","UTI HEALTHCARE FUND - DIRECT IDCW PAYOUT","25","INF789F01TM3","No","No","Yes"
"UTICPIGG-GR","UTICPIGG-GR","UTI LIQUID FUND - REGULAR PLAN GROWTH","25","INF789F01PH1","No","Yes","Yes"
"RGEBDP-DR","RGEBDP-DR","INVESCO INDIA AGGRESSIVE HYBRID FUND - REGULAR PLAN IDCW REINVESTMENT","25","INF205K012Q1","No","No","Yes"
"MOMMDP-DR","MOMMDP-DR","MOTILAL OSWAL MULTI CAP FUND - REGULAR PLAN - IDCW REINVESTMENT","25","INF247L01CK0","No","No","Yes"
"SUSSFDD-DR","SUSSFDD-DR","SUNDARAM SERVICES FUND DIRECT IDCW REINVESTMENT","25","INF903JA1FC8","No","No","Yes"
"BO101-GR","BO101-GR","BARODA BNP PARIBAS BANKING AND FINANCIAL SERVICES FUND DIRECT GROWTH","25","INF955L01971","No","No","Yes"
"SGBJAN27","SGBJAN27","2.50%GOLDBONDS2027SR-V","10","IN0020180462","No","Yes","Yes"
"IDD389-GR","IDD389-GR","BANDHAN NIFTY SMALLCAP 250 INDEX FUND-DIRECT PLAN-GROWTH","25","INF194KB1HG9","No","No","Yes"
"CRFRGP-GR","CRFRGP-GR","CANARA ROBECO SAVINGS FUND REGULAR GROWTH","25","INF760K01795","No","No","Yes"
"532921","ADANIPORTS","Adani Ports and Special Econom","21.07","INE742F01042","No","No","Yes"
"DS647-DR","DS647-DR","DSP MULTI ASSET ALLOCATION FUND - REGULAR - IDCW REINVESTMENT","25","INF740KA1TD1","No","No","Yes"
"SBI147RP-DP","SBI147RP-DP","SBI MAGNUM LOW DURATION FUND REGULAR MONTHLY IDCW PAYOUT","25","INF200K01MP9","No","No","Yes"
"BSD106-DR","BSD106-DR","ADITYA BIRLA SUN LIFE BALANCED ADVANTAGE FUND - DIRECT PLAN IDCW REINVESTMENT","25","INF084M01DL1","No","No","Yes"
"TAOFG-GR","TAOFG-GR","TATA OVERNIGHT FUND REGULAR PLAN GROWTH","25","INF277K016T9","No","Yes","Yes"
"MAMAD1-GR","MAMAD1-GR","MIRAE ASSET MULTI ASSET ALLOCATION FUND-DIRECT PLAN-GROWTH","25","INF769K01KZ6","No","No","Yes"
"543481","MIDCAPETF","MIRAEAMC - MAM150ETF","10","INF769K01IC9","No","No","Yes"
"480-GR","480-GR","TEMPLETON INDIA EQUITY INCOME FUND - DIRECT GROWTH","25","INF090I01IT8","No","No","Yes"
"IC3445-GR","IC3445-GR","ICICI PRUDENTIAL NIFTY ALPHA LOW VOLATILITY 30 ETF FOF GROWTH","25","INF109KC1R55","No","No","Yes"
"500850","INDHOTEL","The Indian Hotels Company Limi","20","INE053A01029","No","No","Yes"
"PLMIGD-GR","PLMIGD-GR","NAVI NIFTY INDIA MANUFACTURING INDEX FUND - DIRECT PLAN GROWTH","25","INF959L01GD6","No","No","Yes"
"QUTKD1-DR","QUTKD1-DR","QUANT TECK FUND - DIRECT PLAN IDCW - REINVESTMENT","25","INF966L01CV2","No","No","Yes"
"UTFSD3-GR","UTFSD3-GR","UTI ULTRA SHORT DURATION FUND -DIRECT PLAN GROWTH -GROWTH","25","INF789F01TI1","No","No","Yes"
"QUTPDG-GR","QUTPDG-GR","QUANT ELSS TAX SAVER FUND DIRECT PLAN - GROWTH","25","INF966L01986","No","No","Yes"
"CRDVDP-DR","CRDVDP-DR","CANARA ROBECO FLEXI CAP FUND REGULAR - IDCW REINVESTMENT","25","INF760K01035","No","No","Yes"
"RMFRC186-DR","RMFRC186-DR","NIPPON INDIA MONEY MARKET FUND - DAILY IDCW REINVESTMENT","25","INF204K01UY6","No","Yes","Yes"
"HDFCMILMD-DR-M","HDFCMILMD-DR-M","HDFC HYBRID DEBT FUND- MONTHLY IDCW REINVESTMENT","25","INF179K01AB0","No","No","Yes"
"HSFSIG-GR","HSFSIG-GR","HSBC LOW DURATION FUND - GROWTH","25","INF677K01452","No","No","Yes"
"DWARMDR-DR","DWARMDR-DR","PGIM INDIA ARBITRAGE FUND - REGULAR PLAN - MONTHLY IDCW REINVESTMENT","25","INF223J015M4","No","No","Yes"
"LCIMD1-DR","LCIMD1-DR","LIC MID CAP FUND - DIRECT PLAN - IDCW - REINVESTMENT","25","INF397L01JI2","No","No","Yes"
"INBCDM-DR","INBCDM-DR","GROWW LARGE CAP FUND - DIRECT PLAN - MONTHLY DIVIDEND REINVESTMENT","25","INF666M01CN3","No","No","Yes"
"QULFMD-DP","QULFMD-DP","QUANT LIQUID FUND REGULAR PLAN - MONTHLY IDCW PAYOUT","25","INF966L01291","No","Yes","Yes"
"RLRGDP-DP","RLRGDP-DP","NIPPON INDIA RETIREMENT FUND-INCOME GENERATION SCHEME DIVIDEND PLAN IDCW PAYOUT OPTION","25","INF204KA1C63","No","No","Yes"
"8270P-DP","8270P-DP","ICICI PRUDENTIAL SAVINGS FUND - DIRECT PLAN - FORTNIGHTLY IDCW PAYOUT","25","INF109K016Y3","No","No","Yes"
"800339","SGBMR29XII","2.50%GOLDBONDS2029SR-XII","10","IN0020200427","No","Yes","Yes"
"DS871-DR","DS871-DR","DSP NIFTY NEXT 50 INDEX FUND - DIRECT - IDCW REINVESTMENT","25","INF740KA1MI5","No","No","Yes"
"DS564-DR","DS564-DR","DSP EQUITY SAVINGS FUND - REG - IDCW REINVESTMENT","25","INF740KA1454","No","No","Yes"
"HSCAPWP-DP","HSCAPWP-DP","HSBC LIQUID FUND - REGULAR WEEKLY IDCW PAYOUT","25","INF336L01LJ4","No","Yes","Yes"
"HDNJSDG-GR","HDNJSDG-GR","HDFC NIFTY G SEC JULY 2031 INDEX FUND DIRECT GROWTH","25","INF179KC1EH2","No","Yes","Yes"
"IC1780-DR","IC1780-DR","ICICI PRUDENTIAL LIQUID FUND - IDCW REINVESTMENT","25","INF109K01VT5","No","Yes","Yes"
"B15-DR","B15-DR","ADITYA BIRLA SUN LIFE DIGITAL INDIA FUND-IDCW REINVESTMENT","25","INF209K01CD7","No","No","Yes"
"FR972-GR","FR972-GR","FRANKLIN INDIA BALANCED ADVANTAGE FUND -DIRECT PLAN-GROWTH","25","INF090I01WQ5","No","No","Yes"
"UTW2GP-GR","UTW2GP-GR","UTI MULTI ASSET ALLOCATION FUND - REGULAR PLAN - GROWTH","25","INF789F01AP6","No","No","Yes"
"SUDYDP-DP","SUDYDP-DP","SUNDARAM DIVIDEND YIELD FUND - REGULAR  HALF YEARLY IDCW PAYOUT","25","INF173K01AD9","No","No","Yes"
"SU04PD-GR","SU04PD-GR","SUNDARAM MID CAP FUND DIRECT GROWTH","25","INF903J01MJ3","No","No","Yes"
"543426","METROBRAND","Metro Brands Limited","20","INE317I01021","No","No","Yes"
"540065","RBLBANK","RBL Bank Limited","36.37","INE976G01028","No","No","Yes"
"UTSFGPG-GR","UTSFGPG-GR","UTI ARBITRAGE FUND - GROWTH PLAN","25","INF789FB1RJ0","No","No","Yes"
"IC9210-DR","IC9210-DR","ICICI PRUDENTIAL BSE SENSEX INDEX FUND DIRECT PLAN IDCW REINVESTMENT","25","INF109KB12X6","No","No","Yes"
"BS113B-GR","BS113B-GR","ADITYA BIRLA SUN LIFE CRISIL IBX GILT -APRIL 2026 INDEX FUND-REGULAR GROWTH","25","INF209KB18M4","No","Yes","Yes"
"530001","GUJALKALI","Gujarat Alkalies and Chemicals","20","INE186A01019","No","No","Yes"
"021-DP","021-DP","SBI MAGNUM GLOBAL FUND - IDCW PAYOUT","25","INF200K01255","No","No","Yes"
"ESDG-GR","ESDG-GR","EDELWEISS ELSS TAX SAVER FUND - DIRECT GROWTH PLAN","25","INF754K01CA8","No","No","Yes"
"RLNLAG-GR","RLNLAG-GR","NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT GROWTH PLAN GROWTH","25","INF204KB1YQ1","No","No","Yes"
"RELMIP-GR","RELMIP-GR","NIPPON INDIA HYBRID BOND FUND - GROWTH PLAN GROWTH OPTION","25","INF204K01FD1","No","No","Yes"
"IDD395-GR","IDD395-GR","BANDHAN LONG DURATION FUND - DIRECT PLAN - GROWTH","25","INF194KB1HY2","No","No","Yes"
"HDHIDDR-DR","HDHIDDR-DR","HDFC TECHNOLOGY FUND - DIRECT PLAN IDCW REINVESTMENT","25","INF179KC1HK9","No","No","Yes"
"ICICI1481P-DP","ICICI1481P-DP","ICICI PRUDENTIAL CORPORATE BOND FUND - MONTHLY IDCW PAYOUT","25","INF109K01SK0","No","No","Yes"
"543965","TVSSCS","TVS SUPPLY CHAIN SOL L","20","INE395N01027","No","No","Yes"
"543257","IRFC","Indian Railway Finance","23.84","INE053F01010","No","No","Yes"
"BS127Y-GR","BS127Y-GR","ADITYA BIRLA SUN LIFE CRISIL IBX GILT JUNE 2027 INDEX FUND - DIRECT PLAN - GROWTH","25","INF209KC1076","No","Yes","Yes"
"BS402AZ-GR","BS402AZ-GR","ADITYA BIRLA SUN LIFE GOVERNMENT SECURITIES FUND- GROWTH-DIRECT PLAN","25","INF209K01XP7","No","Yes","Yes"
"EDMSD2-DP","EDMSD2-DP","EDELWEISS MID CAP FUND - DIRECT PLAN IDCW PAYOUT","25","INF843K01AP1","No","No","Yes"
"BPSCRD-DR","BPSCRD-DR","BARODA BNP PARIBAS SMALL CAP FUND - REGULAR PLAN - IDCW REINVESTMENT","25","INF251K01SQ7","No","No","Yes"
"AXFSTDP-DP-M","AXFSTDP-DP-M","AXIS SHORT DURATION FUND - REGULAR PLAN - MONTHLY IDCW PAYOUT","25","INF846K01651","No","No","Yes"
"MAHCRD-DR","MAHCRD-DR","MIRAE ASSET HEALTHCARE FUND - REGULAR PLAN - IDCW REINVESTMENT","25","INF769K01EC8","No","No","Yes"
"DSP14-DP","DSP14-DP","DSP INDIA T.I.G.E.R. FUND - REGULAR PLAN - IDCW PAYOUT","25","INF740K01136","No","No","Yes"
"AXESGP-GR","AXESGP-GR","AXIS EQUITY SAVINGS FUND - REGULAR PLAN - GROWTH","25","INF846K01VO3","No","No","Yes"
"YE102G-GR","YE102G-GR","WHITEOAK CAPITAL ELSS TAX SAVER FUND REGULAR PLAN - GROWTH","25","INF03VN01647","No","No","Yes"
"544226","FIRSTCRY","BRAINBEES SOLUTIONS LTD","20","INE02RE01045","No","No","Yes"
"BS32Z-GR","BS32Z-GR","ADITYA BIRLA SUN LIFE CORPORATE BOND FUND - GROWTH-DIRECT PLAN","25","INF209K01S38","No","No","Yes"
"532714","KEC","KEC International Limited","20","INE389H01022","No","No","Yes"
"AXIMDG-GR","AXIMDG-GR","AXIS INDIA MANUFACTURING FUND-DIRECT PLAN-GROWTH","25","INF846K016S3","No","No","Yes"
"MAMCRD-DP","MAMCRD-DP","MIRAE ASSET MIDCAP FUND - REGULAR PLAN - IDCW PAYOUT","25","INF769K01EX4","No","No","Yes"
"61T-DP","61T-DP","HDFC CAPITAL BUILDER VALUE FUND - DIRECT PLAN - IDCW PAYOUT","25","INF179K01VA8","No","No","Yes"
"RLNVDP-DR","RLNVDP-DR","NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND REGULAR PLAN IDCW REINVESTMENT","25","INF204KB11Z2","No","No","Yes"
"BAFRRRG-GR","BAFRRRG-GR","BANK OF INDIA CONSERVATIVE HYBRID FUND REGULAR PLAN - GROWTH","25","INF761K01462","No","No","Yes"
"532210","CUB","City Union Bank Limited","20","INE491A01021","No","No","Yes"
"EDERGP-GR","EDERGP-GR","EDELWEISS FLEXI CAP FUND - REGULAR PLAN GROWTH","25","INF843K01KN5","No","No","Yes"
"540180","VBL","VARUN BEVERAGES LIMITED","20","INE200M01039","No","No","Yes"
"N1523","TATAGOLD","TATAAML-TATAGOLD","20","INF277KA1976","No","No","Yes"
"MHMDYRD-DR","MHMDYRD-DR","MAHINDRA MANULIFE EQUITY SAVINGS FUND - REGULAR - IDCW REINVESTMENT","25","INF174V01176","No","No","Yes"
"TAFG1Z-GR","TAFG1Z-GR","TATA TREASURY ADVANTAGE FUND DIRECT PLAN GROWTH","25","INF277K01OK4","No","No","Yes"
"BS241DZ-DP","BS241DZ-DP","ADITYA BIRLA SUN LIFE NIFTY 50 INDEX FUND - DIRECT PLAN-IDCW PAYOUT","25","INF209K01VX5","No","No","Yes"
"LCCFGP-GR","LCCFGP-GR","LIC MF CHILDRENS FUND-GROWTH-GROWTH","25","INF767K01048","No","No","Yes"
"K46G-GR","K46G-GR","KOTAK GOLD FUND-GROWTH","25","INF174K01AT3","No","No","Yes"
"FR415-GR","FR415-GR","FRANKLIN INDIA ELSS TAX SAVER FUND - DIRECT GROWTH","25","INF090I01JS8","No","No","Yes"
"SBD069DP-DP","SBD069DP-DP","SBI MAGNUM MEDIUM DURATION FUND DIRECT IDCW PAYOUT","25","INF200K01UZ1","No","No","Yes"
"SBD684P-DP","SBD684P-DP","SBI NIFTY50 EQUAL WEIGHT INDEX FUND-DIRECT PLAN-IDCW PAYOUT","25","INF200KB1035","No","No","Yes"
"IDFCSSG-GR","IDFCSSG-GR","BANDHAN BOND FUND - LONG TERM PLAN-REGULAR PLAN-GROWTH","25","INF194K01IL1","No","No","Yes"
"HDSP5DG-GR","HDSP5DG-GR","HDFC BSE 500 INDEX FUND - DIRECT - GROWTH","25","INF179KC1GG9","No","No","Yes"
"MAEARD-DP","MAEARD-DP","MIRAE ASSET EQUITY ALLOCATOR FUND OF FUND - REGULAR PLAN - IDCW PAYOUT","25","INF769K01GA7","No","No","Yes"
"039A-DP","039A-DP","SBI MAGNUM GILT FUND REGULAR IDCW PAYOUT","25","INF200K01990","No","Yes","Yes"
"IDD361-GR","IDD361-GR","BANDHAN MIDCAP FUND DIRECT PLAN-GROWTH","25","INF194KB1DJ2","No","No","Yes"
"8129P-DP","8129P-DP","ICICI PRUDENTIAL LIQUID FUND - DIRECT PLAN - IDCW PAYOUT OTHERS","25","INF109K01Q31","No","Yes","Yes"
"SUQSGP-GR","SUQSGP-GR","SUNDARAM EQUITY SAVINGS FUND  - REGULAR PLAN GROWTH","25","INF173K01213","No","No","Yes"
"RMFAF-GR","RMFAF-GR","NIPPON INDIA ARBITRAGE FUND - GROWTH","25","INF204K01IY1","No","No","Yes"
"DS782-GR","DS782-GR","DSP MIDCAP FUND - DIRECT PLAN - GROWTH","25","INF740K01PX1","No","No","Yes"
"LCTPD1-DP","LCTPD1-DP","LIC MF ELSS TAX SAVER - DIRECT PLAN - IDCW - IDCW PAYOUT","25","INF767K01EL3","No","No","Yes"
"EDATMD-DR","EDATMD-DR","EDELWEISS ARBITRAGE FUND-REGULAR PLAN-MONTHLY IDCW REINVESTMENT","25","INF754K01HU5","No","No","Yes"
